Rk,Player,School,Conf,G,Rec,RecYds,RecAvg,RecTD,RushAtt,RushYds,RushAvg,RushTD,Plays,TotalYds,YardsPerPlay,TotalTDs
28,Sam Martin,Miami (OH),MAC,10,29,542,18.7,2,0,0,,0,29,542,18.7,2
29,Gary Chambers,Arizona State,Pac-12,13,26,486,18.7,2,0,0,,0,26,486,18.7,2
30,Rodney Adams,South Florida,American,13,44,816,18.5,9,11,87,7.9,1,55,903,16.4,10
31,Malachi Jones,Appalachian State,Sun Belt,12,25,463,18.5,3,0,0,,0,25,463,18.5,3
32,Corey Coleman,Baylor,Big 12,12,74,1363,18.4,20,22,111,5.0,0,96,1474,15.4,20
33,Tanner Gentry,Wyoming,MWC,7,37,678,18.3,4,5,48,9.6,0,42,726,17.3,4
34,Roger Lewis,Bowling Green State,MAC,14,85,1544,18.2,16,0,0,,0,85,1544,18.2,16
35,Josh Reynolds,Texas A&M,SEC,12,51,907,17.8,5,0,0,,0,51,907,17.8,5
36,Tyrain Taylor,New Mexico State,Sun Belt,12,39,691,17.7,4,1,-2,-2.0,0,40,689,17.2,4
37,Courtland Sutton,SMU,American,12,49,862,17.6,9,0,0,,0,49,862,17.6,9
38,Tevaun Smith,Iowa,Big Ten,11,32,563,17.6,3,0,0,,0,32,563,17.6,3
39,K.D. Cannon,Baylor,Big 12,13,50,868,17.4,6,1,2,2.0,0,51,870,17.1,6
40,Cody Core,Ole Miss,SEC,12,37,644,17.4,4,1,1,1.0,0,38,645,17.0,4
41,Simmie Cobbs,Indiana,Big Ten,13,60,1035,17.3,4,0,0,,0,60,1035,17.3,4
42,Jamari Staples,Louisville,ACC,9,37,638,17.2,3,0,0,,0,37,638,17.2,3
43,Alonzo Russell,Toledo,MAC,12,36,618,17.2,5,0,0,,0,36,618,17.2,5
44,Justin Hobbs,Tulsa,American,11,32,551,17.2,2,3,13,4.3,0,35,564,16.1,2
45,Devon Breaux,Tulane,American,9,25,431,17.2,3,0,0,,0,25,431,17.2,3
46,Taywan Taylor,Western Kentucky,CUSA,14,86,1467,17.1,17,7,2,0.3,0,93,1469,15.8,17
47,Tres Houston,Arkansas State,Sun Belt,12,36,615,17.1,10,0,0,,0,36,615,17.1,10
48,Deon Cain,Clemson,ACC,11,34,582,17.1,5,1,-5,-5.0,0,35,577,16.5,5
49,Josh Doctson,TCU,Big 12,10,78,1326,17.0,14,2,7,3.5,0,80,1333,16.7,14
50,Marcell Ateman,Oklahoma State,Big 12,12,45,766,17.0,5,1,1,1.0,0,46,767,16.7,5
51,Brendan Cope,Ohio,MAC,10,30,510,17.0,2,0,0,,0,30,510,17.0,2
52,Ricky Jones,Indiana,Big Ten,13,54,906,16.8,5,2,20,10.0,0,56,926,16.5,5
53,Trevor Davis,California,Pac-12,13,40,672,16.8,2,3,4,1.3,0,43,676,15.7,2
54,Bug Howard,North Carolina,ACC,12,29,488,16.8,4,0,0,,0,29,488,16.8,4
55,Devonte Boyd,UNLV,MWC,12,54,904,16.7,7,0,0,,0,54,904,16.7,7
56,Keyarris Garrett,Tulsa,American,13,96,1588,16.5,8,0,0,,0,96,1588,16.5,8
57,Thomas Duarte,UCLA,Pac-12,13,53,872,16.5,10,0,0,,0,53,872,16.5,10
58,Rokeem Williams,Miami (OH),MAC,11,33,543,16.5,2,6,30,5.0,0,39,573,14.7,2
59,Michael Rector,Stanford,Pac-12,14,34,559,16.4,7,1,-6,-6.0,0,35,553,15.8,7
60,JuJu Smith-Schuster,USC,Pac-12,14,89,1454,16.3,10,1,4,4.0,0,90,1458,16.2,10
61,Devin Lucien,Arizona State,Pac-12,12,66,1074,16.3,8,0,0,,0,66,1074,16.3,8
62,Jabryce Taylor,UTSA,CUSA,12,29,472,16.3,3,0,0,,0,29,472,16.3,3
63,John Burt,Texas,Big 12,12,28,457,16.3,2,1,-2,-2.0,0,29,455,15.7,2
64,Cayleb Jones,Arizona,Pac-12,13,56,907,16.2,5,0,0,,0,56,907,16.2,5
65,Dede Westbrook,Oklahoma,Big 12,13,46,743,16.2,4,5,17,3.4,0,51,760,14.9,4
66,Malachi Dupre,LSU,SEC,12,43,698,16.2,6,0,0,,0,43,698,16.2,6
67,Jordan Bergstrom,New Mexico State,Sun Belt,9,27,437,16.2,7,0,0,,0,27,437,16.2,7
68,Corey Davis,Western Michigan,MAC,13,89,1429,16.1,12,1,11,11.0,0,90,1440,16.0,12
69,Robert Davis,Georgia State,Sun Belt,13,61,980,16.1,6,0,0,,0,61,980,16.1,6
70,Thomas Sperbeck,Boise State,MWC,13,88,1412,16.0,8,5,42,8.4,0,93,1454,15.6,8
71,Chris Godwin,Penn State,Big Ten,13,69,1101,16.0,5,0,0,,0,69,1101,16.0,5
72,James Quick,Louisville,ACC,11,39,624,16.0,5,1,8,8.0,0,40,632,15.8,5
73,Quincy Adeboyejo,Ole Miss,SEC,12,38,604,15.9,7,0,0,,0,38,604,15.9,7
74,Jordan Thompson,West Virginia,Big 12,11,32,509,15.9,0,0,0,,0,32,509,15.9,0
75,O.J. Howard,Alabama,SEC,12,38,602,15.8,2,0,0,,0,38,602,15.8,2
76,Jovon Durante,West Virginia,Big 12,12,25,395,15.8,5,0,0,,0,25,395,15.8,5
77,Ben McCord,Central Michigan,MAC,13,39,612,15.7,5,0,0,,0,39,612,15.7,5
78,Keevan Lucas,Tulsa,American,4,26,409,15.7,5,6,46,7.7,0,32,455,14.2,5
79,Ricardo Louis,Auburn,SEC,13,46,716,15.6,3,29,158,5.4,1,75,874,11.7,4
80,Marcus Kemp,Hawaii,MWC,12,36,563,15.6,2,0,0,,0,36,563,15.6,2
81,Isaiah Ford,Virginia Tech,ACC,13,75,1164,15.5,11,7,51,7.3,0,82,1215,14.8,11
82,Kenny Golladay,Northern Illinois,MAC,14,73,1129,15.5,10,9,14,1.6,1,82,1143,13.9,11
83,Travis Rudolph,Florida State,ACC,13,59,916,15.5,7,0,0,,0,59,916,15.5,7
84,Penny Hart,Georgia State,Sun Belt,13,72,1109,15.4,8,3,11,3.7,0,75,1120,14.9,8
85,Nicholas Norris,Western Kentucky,CUSA,14,63,971,15.4,6,6,63,10.5,1,69,1034,15.0,7
86,Dwayne Stanford,Oregon,Pac-12,11,30,463,15.4,5,0,2,,0,30,465,15.5,5
87,Gregory Hogan,New Mexico State,Sun Belt,12,24,370,15.4,5,0,0,,0,24,370,15.4,5
88,De'Runnya Wilson,Mississippi State,SEC,13,59,905,15.3,10,0,0,,0,59,905,15.3,10
89,Jamal Robinson,Louisiana,Sun Belt,12,54,824,15.3,5,0,0,,0,54,824,15.3,5
90,Jehu Chesson,Michigan,Big Ten,13,50,764,15.3,9,8,155,19.4,2,58,919,15.8,11
91,Jordan Villamin,Oregon State,Pac-12,12,43,660,15.3,5,0,0,,0,43,660,15.3,5
92,Adoree Jackson,USC,Pac-12,14,27,414,15.3,2,7,36,5.1,0,34,450,13.2,2
93,Donnel Pumphrey,San Diego State,MWC,14,27,414,15.3,3,309,1653,5.3,17,336,2067,6.2,20
94,Fred Brown,Mississippi State,SEC,12,27,412,15.3,3,0,0,,0,27,412,15.3,3
95,Kody Cook,Kansas State,Big 12,12,27,412,15.3,3,67,158,2.4,2,94,570,6.1,5
96,David Glidden,Oklahoma State,Big 12,13,57,866,15.2,3,0,0,,0,57,866,15.2,3
97,Herb Waters,Miami (FL),ACC,13,41,624,15.2,1,2,11,5.5,0,43,635,14.8,1
98,Corey Willis,Central Michigan,MAC,13,37,564,15.2,5,9,19,2.1,0,46,583,12.7,5
99,Da'Mari Scott,Fresno State,MWC,11,24,364,15.2,3,1,3,3.0,0,25,367,14.7,3
100,Eddie Daugherty,Eastern Michigan,MAC,12,37,557,15.1,4,5,13,2.6,0,42,570,13.6,4
101,Dennis Parks,Rice,CUSA,9,33,498,15.1,3,0,0,,0,33,498,15.1,3
102,Jared Murphy,Miami (OH),MAC,11,29,439,15.1,2,3,6,2.0,0,32,445,13.9,2
103,Sterling Shepard,Oklahoma,Big 12,13,86,1288,15.0,11,1,5,5.0,0,87,1293,14.9,11
104,Joshua Perkins,Washington,Pac-12,12,36,539,15.0,3,0,0,,0,36,539,15.0,3
105,Jerell Adams,South Carolina,SEC,12,28,421,15.0,3,0,0,,0,28,421,15.0,3
106,Malcolm Mitchell,Georgia,SEC,13,58,865,14.9,5,0,0,,0,58,865,14.9,5
107,Garrett Johnson,Kentucky,SEC,12,47,700,14.9,2,1,0,0.0,0,48,700,14.6,2
108,Devin Lauderdale,Texas Tech,Big 12,10,43,639,14.9,4,0,0,,0,43,639,14.9,4
109,Hunter Renfrow,Clemson,ACC,13,33,492,14.9,5,0,0,,0,33,492,14.9,5
110,Aaron Burbridge,Michigan State,Big Ten,14,85,1258,14.8,7,9,44,4.9,0,94,1302,13.9,7
111,Anthony Miller,Memphis,American,12,47,694,14.8,5,9,54,6.0,2,56,748,13.4,7
112,Ventell Bryant,Temple,American,14,39,579,14.8,3,1,9,9.0,0,40,588,14.7,3
113,Nick Kurtz,Brigham Young,Ind,12,39,578,14.8,3,0,0,,0,39,578,14.8,3
114,Tyler Higbee,Western Kentucky,CUSA,9,38,563,14.8,8,0,0,,0,38,563,14.8,8
115,Anthony Nash,Duke,ACC,10,32,475,14.8,1,0,0,,0,32,475,14.8,1
116,Jeff Badet,Kentucky,SEC,11,29,430,14.8,2,0,0,,0,29,430,14.8,2
117,Joe Hansley,Colorado State,MWC,13,28,415,14.8,6,3,11,3.7,0,31,426,13.7,6
118,Pharoh Cooper,South Carolina,SEC,12,66,973,14.7,8,24,111,4.6,1,90,1084,12.0,9
119,Stacy Coley,Miami (FL),ACC,11,47,689,14.7,4,1,15,15.0,0,48,704,14.7,4
120,Jenson Stoshak,Florida Atlantic,CUSA,12,56,816,14.6,2,0,0,,0,56,816,14.6,2
121,Deangelo Yancey,Purdue,Big Ten,12,48,700,14.6,5,0,0,,0,48,700,14.6,5
122,Paul Turner,Louisiana Tech,CUSA,11,45,657,14.6,3,1,7,7.0,0,46,664,14.4,3
123,Tre' Parmalee,Kansas,Big 12,10,41,599,14.6,3,4,22,5.5,1,45,621,13.8,4
124,Steve Ishmael,Syracuse,ACC,12,39,570,14.6,7,0,0,,0,39,570,14.6,7
125,Hunter Henry,Arkansas,SEC,13,51,739,14.5,3,0,0,,0,51,739,14.5,3
126,Devon Blackmon,Brigham Young,Ind,13,46,669,14.5,0,0,0,,0,46,669,14.5,0
127,Rodney Mills,Massachusetts,MAC,9,33,477,14.5,3,0,0,,0,33,477,14.5,3
128,Allen Lazard,Iowa State,Big 12,11,56,808,14.4,6,0,0,,0,56,808,14.4,6
129,KaVontae Turpin,TCU,Big 12,13,45,649,14.4,8,20,116,5.8,0,65,765,11.8,8
130,Jeremy Sprinkle,Arkansas,SEC,11,27,389,14.4,6,1,4,4.0,0,28,393,14.0,6
131,Rashard Higgins,Colorado State,MWC,12,74,1061,14.3,8,2,21,10.5,0,76,1082,14.2,8
132,Hasaan Henderson,Nevada,MWC,13,52,741,14.3,4,0,0,,0,52,741,14.3,4
133,Charone Peake,Clemson,ACC,14,50,716,14.3,5,0,0,,0,50,716,14.3,5
134,Christian McCaffrey,Stanford,Pac-12,14,45,645,14.3,5,337,2019,6.0,8,382,2664,7.0,13
135,Trent Bostick,Charlotte,CUSA,12,33,472,14.3,3,0,0,,0,33,472,14.3,3
136,D.J. Moore,Maryland,Big Ten,11,25,357,14.3,3,1,9,9.0,0,26,366,14.1,3
137,Jordan Payton,UCLA,Pac-12,13,78,1105,14.2,5,0,0,,0,78,1105,14.2,5
138,Jesse Kroll,Central Michigan,MAC,13,61,866,14.2,4,0,0,,0,61,866,14.2,4
139,D.J. Thompson,Southern Mississippi,CUSA,14,55,779,14.2,6,0,0,,0,55,779,14.2,6
140,Shay Fields,Colorado,Pac-12,10,42,598,14.2,4,2,8,4.0,0,44,606,13.8,4
141,Ian Sadler,Texas Tech,Big 12,10,42,596,14.2,3,0,0,,0,42,596,14.2,3
142,Zach Wright,Rice,CUSA,12,39,554,14.2,5,0,0,,0,39,554,14.2,5
143,Devon Cajuste,Stanford,Pac-12,12,27,383,14.2,3,0,0,,0,27,383,14.2,3
144,Jakeem Grant,Texas Tech,Big 12,13,90,1268,14.1,10,8,68,8.5,2,98,1336,13.6,12
145,Laquon Treadwell,Ole Miss,SEC,13,82,1153,14.1,11,1,-5,-5.0,0,83,1148,13.8,11
146,Joshua Atkinson,Tulsa,American,12,76,1071,14.1,5,0,0,,0,76,1071,14.1,5
147,Zach Pascal,Old Dominion,CUSA,12,69,975,14.1,8,15,165,11.0,1,84,1140,13.6,9
148,Jordan Westerkamp,Nebraska,Big Ten,13,65,918,14.1,7,0,0,,0,65,918,14.1,7
149,Canaan Severin,Virginia,ACC,12,53,747,14.1,8,0,0,,0,53,747,14.1,8
150,Reginald Davis,Texas Tech,Big 12,13,38,536,14.1,8,1,21,21.0,0,39,557,14.3,8
151,Kenneth Dixon,Louisiana Tech,CUSA,11,33,464,14.1,7,198,1073,5.4,19,231,1537,6.7,26
152,Caleb Scott,Vanderbilt,SEC,10,24,339,14.1,2,0,0,,0,24,339,14.1,2
153,Teddy Ruben,Troy,Sun Belt,12,63,879,14.0,9,2,12,6.0,0,65,891,13.7,9
154,Kermit Whitfield,Florida State,ACC,13,57,798,14.0,6,5,29,5.8,0,62,827,13.3,6
155,Gerald Everett,South Alabama,Sun Belt,12,41,575,14.0,8,8,7,0.9,4,49,582,11.9,12
156,Damore'ea Stringfellow,Ole Miss,SEC,12,36,503,14.0,5,0,0,,0,36,503,14.0,5
157,Brandon Smith,Texas State,Sun Belt,12,33,462,14.0,2,1,1,1.0,0,34,463,13.6,2
158,T.J. Thorpe,Virginia,ACC,9,23,321,14.0,1,5,28,5.6,1,28,349,12.5,2
159,Dom Williams,Washington State,Pac-12,13,75,1040,13.9,11,0,0,,0,75,1040,13.9,11
160,Michael Thomas,Ohio State,Big Ten,13,56,781,13.9,9,0,0,,0,56,781,13.9,9
161,Tre'Quan Smith,UCF,American,12,52,724,13.9,4,0,0,,0,52,724,13.9,4
162,Jordan Reid,Ohio,MAC,11,45,625,13.9,5,0,0,,0,45,625,13.9,5
163,K.J. Brent,Wake Forest,ACC,12,42,583,13.9,1,0,0,,0,42,583,13.9,1
164,Chaz Anderson,Boise State,MWC,13,42,578,13.8,3,2,12,6.0,0,44,590,13.4,3
165,Maurice Harris,California,Pac-12,13,40,553,13.8,6,0,0,,0,40,553,13.8,6
166,Dante Pettis,Washington,Pac-12,13,30,414,13.8,1,1,-8,-8.0,0,31,406,13.1,1
167,D'Ernest Johnson,South Florida,American,13,25,346,13.8,4,71,307,4.3,1,96,653,6.8,5
168,Antwan Dixon,Kent State,MAC,8,26,355,13.7,1,11,162,14.7,2,37,517,14.0,3
169,Jacob Hollister,Wyoming,MWC,10,26,355,13.7,3,0,0,,0,26,355,13.7,3
170,Geronimo Allison,Illinois,Big Ten,12,65,882,13.6,3,0,0,,0,65,882,13.6,3
171,Mitch Mathews,Brigham Young,Ind,13,54,737,13.6,11,0,0,,0,54,737,13.6,11
172,Hansel Wilson,San Jose State,MWC,13,35,475,13.6,4,6,84,14.0,0,41,559,13.6,4
173,Davon Grayson,East Carolina,American,11,33,448,13.6,3,0,0,,0,33,448,13.6,3
174,Braxton Miller,Ohio State,Big Ten,13,25,340,13.6,3,43,261,6.1,1,68,601,8.8,4
175,Jonathan Duhart,Old Dominion,CUSA,12,47,636,13.5,8,0,0,,0,47,636,13.5,8
176,Robby Anderson,Temple,American,14,70,939,13.4,7,4,15,3.8,0,74,954,12.9,7
177,Drew Morgan,Arkansas,SEC,13,63,843,13.4,10,4,20,5.0,0,67,863,12.9,10
178,Chance Allen,Houston,American,14,56,752,13.4,6,0,0,,0,56,752,13.4,6
179,Rashawn Scott,Miami (FL),ACC,12,52,695,13.4,5,0,0,,0,52,695,13.4,5
180,Teddy Veal,Tulane,American,11,48,644,13.4,5,0,1,,0,48,645,13.4,5
181,Quenton Bundrage,Iowa State,Big 12,12,41,548,13.4,4,0,0,,0,41,548,13.4,4
182,Drew Wolitarsky,Minnesota,Big Ten,13,39,524,13.4,3,0,0,,0,39,524,13.4,3
183,Keith Rucker,Georgia State,Sun Belt,10,39,522,13.4,6,0,0,,0,39,522,13.4,6
184,Deante Burton,Kansas State,Big 12,12,38,510,13.4,4,0,0,,0,38,510,13.4,4
185,Jumichael Ramos,North Carolina State,ACC,11,34,457,13.4,3,0,0,,0,34,457,13.4,3
186,Brandon Powell,Florida,SEC,13,29,390,13.4,3,14,31,2.2,0,43,421,9.8,3
187,Royce Freeman,Oregon,Pac-12,13,26,348,13.4,2,283,1836,6.5,17,309,2184,7.1,19
188,Noel Thomas,Connecticut,American,12,54,719,13.3,3,5,22,4.4,0,59,741,12.6,3
189,T.J. Rahming,Duke,ACC,10,43,571,13.3,2,1,1,1.0,0,44,572,13.0,2
190,Bucky Hodges,Virginia Tech,ACC,12,40,530,13.3,6,5,27,5.4,1,45,557,12.4,7
191,Jalin Marshall,Ohio State,Big Ten,12,36,477,13.3,5,2,30,15.0,0,38,507,13.3,5
192,Ronnie Moore,Bowling Green State,MAC,14,72,951,13.2,6,9,55,6.1,1,81,1006,12.4,7
193,Terenn Houk,Brigham Young,Ind,10,37,490,13.2,2,0,0,,0,37,490,13.2,2
194,Sam Browning,Eastern Michigan,MAC,8,24,316,13.2,3,2,27,13.5,0,26,343,13.2,3
195,Ron Willoughby,Buffalo,MAC,12,62,813,13.1,6,0,0,,0,62,813,13.1,6
196,Callen Hightower,Idaho,Sun Belt,11,57,749,13.1,2,2,12,6.0,0,59,761,12.9,2
197,Phil Mayhue,Memphis,American,13,51,670,13.1,1,1,4,4.0,0,52,674,13.0,1
198,Mark Chapman,Central Michigan,MAC,12,43,564,13.1,1,9,74,8.2,1,52,638,12.3,2
199,Deon Watson,Idaho,Sun Belt,11,42,551,13.1,7,0,0,,0,42,551,13.1,7
200,Jordan Leggett,Clemson,ACC,15,40,525,13.1,8,0,0,,0,40,525,13.1,8
201,Malik Turner,Illinois,Big Ten,11,39,510,13.1,3,0,0,,0,39,510,13.1,3
202,Josh Malone,Tennessee,SEC,10,31,405,13.1,2,0,0,,0,31,405,13.1,2
203,Trent Cowan,Idaho,Sun Belt,12,48,624,13.0,4,0,0,,0,48,624,13.0,4
204,Cortez Lewis,Wake Forest,ACC,12,47,611,13.0,4,0,0,,0,47,611,13.0,4
205,David Richards,Arizona,Pac-12,13,42,547,13.0,6,0,0,,0,42,547,13.0,6
206,Macgarrett Kings Jr.,Michigan State,Big Ten,13,40,519,13.0,5,4,15,3.8,0,44,534,12.1,5
207,Brandon Lingen,Minnesota,Big Ten,10,33,428,13.0,3,0,0,,0,33,428,13.0,3
208,Robert Wheelwright,Wisconsin,Big Ten,8,32,416,13.0,4,0,0,,0,32,416,13.0,4
209,Jaylen Smith,Louisville,ACC,10,29,376,13.0,1,0,0,,0,29,376,13.0,1
210,Torii Hunter Jr,Notre Dame,Ind,13,28,363,13.0,2,5,16,3.2,0,33,379,11.5,2
211,Devin Ross,Colorado,Pac-12,11,25,324,13.0,2,1,3,3.0,0,26,327,12.6,2
212,Trent Taylor,Louisiana Tech,CUSA,13,99,1282,12.9,9,0,0,,0,99,1282,12.9,9
213,Trent Sherfield,Vanderbilt,SEC,12,51,659,12.9,3,4,55,13.8,0,55,714,13.0,3
214,Imani Davis,Akron,MAC,11,46,593,12.9,3,4,15,3.8,0,50,608,12.2,3
215,DaeSean Hamilton,Penn State,Big Ten,13,45,580,12.9,6,0,0,,0,45,580,12.9,6
216,Austin Hooper,Stanford,Pac-12,12,34,438,12.9,6,0,0,,0,34,438,12.9,6
217,Ed'Marques Batties,Middle Tennessee State,CUSA,13,82,1048,12.8,13,0,0,,0,82,1048,12.8,13
218,Jordan Williams,Ball State,MAC,12,72,920,12.8,8,0,0,,0,72,920,12.8,8
219,Bralon Addison,Oregon,Pac-12,13,63,804,12.8,10,17,84,4.9,2,80,888,11.1,12
220,Ryan Switzer,North Carolina,ACC,14,54,693,12.8,6,4,10,2.5,0,58,703,12.1,6
221,Jake Butt,Michigan,Big Ten,13,51,654,12.8,3,0,2,,0,51,656,12.9,3
222,Nate Phillips,Arizona,Pac-12,13,43,549,12.8,4,0,0,,0,43,549,12.8,4
223,Roderick Proctor,Memphis,American,11,26,332,12.8,0,3,-6,-2.0,0,29,326,11.2,0
224,Daniel Braverman,Western Michigan,MAC,13,108,1367,12.7,13,2,13,6.5,0,110,1380,12.5,13
225,Alex Erickson,Wisconsin,Big Ten,13,77,978,12.7,3,7,111,15.9,0,84,1089,13.0,3
226,Antwane Grant,Western Kentucky,CUSA,14,55,701,12.7,7,3,65,21.7,1,58,766,13.2,8
227,Kenny Lawler,California,Pac-12,12,52,658,12.7,13,2,15,7.5,0,54,673,12.5,13
228,Durron Neal,Oklahoma,Big 12,13,44,559,12.7,3,0,0,,0,44,559,12.7,3
229,Mitchell Juergens,Brigham Young,Ind,12,37,471,12.7,2,3,11,3.7,0,40,482,12.1,2
230,Andre Patton,Rutgers,Big Ten,11,34,432,12.7,1,0,0,,0,34,432,12.7,1
231,Joe Mixon,Oklahoma,Big 12,13,28,356,12.7,4,113,753,6.7,7,141,1109,7.9,11
232,Demarcus Ayers,Houston,American,14,97,1221,12.6,6,26,148,5.7,1,123,1369,11.1,7
233,Christian Kirk,Texas A&M,SEC,13,80,1009,12.6,7,11,54,4.9,0,91,1063,11.7,7
234,Deandre Reaves,Marshall,CUSA,13,56,705,12.6,4,0,0,,0,56,705,12.6,4
235,David Morgan,UTSA,CUSA,12,45,566,12.6,5,0,0,,0,45,566,12.6,5
236,Dwayne Washington,Washington,Pac-12,8,25,315,12.6,3,47,282,6.0,4,72,597,8.3,7
237,Richie James,Middle Tennessee State,CUSA,13,107,1334,12.5,8,13,158,12.2,1,120,1492,12.4,9
238,Amara Darboh,Michigan,Big Ten,13,58,727,12.5,5,2,2,1.0,0,60,729,12.2,5
239,Alex Chisum,Cincinnati,American,12,38,475,12.5,1,0,0,,0,38,475,12.5,1
240,Dezmon Epps,Idaho,Sun Belt,6,61,757,12.4,2,0,0,,0,61,757,12.4,2
241,Max McCaffrey,Duke,ACC,13,52,643,12.4,5,0,0,,0,52,643,12.4,5
242,Chris Brown,Notre Dame,Ind,13,48,597,12.4,4,0,0,,0,48,597,12.4,4
243,Ricky Seals-Jones,Texas A&M,SEC,13,45,560,12.4,4,0,0,,0,45,560,12.4,4
244,Jafus Gaines,Texas State,Sun Belt,12,42,521,12.4,2,1,5,5.0,0,43,526,12.2,2
245,D'Vario Montgomery,Iowa State,Big 12,10,27,335,12.4,3,0,0,,0,27,335,12.4,3
246,Davonte Allen,Marshall,CUSA,12,58,715,12.3,5,0,0,,0,58,715,12.3,5
247,Thomas Owens,Florida International,CUSA,10,52,638,12.3,8,0,0,,0,52,638,12.3,8
248,Teldrick Morgan,New Mexico State,Sun Belt,9,44,543,12.3,4,4,11,2.8,0,48,554,11.5,4
249,Simms McElfresh,Appalachian State,Sun Belt,11,38,466,12.3,6,8,76,9.5,1,46,542,11.8,7
250,Steven Dunbar,Houston,American,12,31,382,12.3,3,0,0,,0,31,382,12.3,3
251,Markell Pack,Ole Miss,SEC,10,31,380,12.3,3,2,2,1.0,0,33,382,11.6,3
252,Wyatt Houston,Utah State,MWC,10,25,307,12.3,3,0,0,,0,25,307,12.3,3
253,Johnny Jackson,Arizona,Pac-12,12,50,612,12.2,5,0,0,,0,50,612,12.2,5
254,Billy Freeman,San Jose State,MWC,12,48,586,12.2,6,0,0,,0,48,586,12.2,6
255,Cam Serigne,Wake Forest,ACC,12,46,562,12.2,4,0,0,,0,46,562,12.2,4
256,Evan Engram,Ole Miss,SEC,12,38,464,12.2,2,0,0,,0,38,464,12.2,2
257,Kalib Woods,Florida Atlantic,CUSA,9,27,330,12.2,3,0,0,,0,27,330,12.2,3
258,Stanley Morgan Jr.,Nebraska,Big Ten,11,25,304,12.2,3,0,0,,0,25,304,12.2,3
259,Britain Covey,Utah,Pac-12,12,43,519,12.1,4,6,4,0.7,0,49,523,10.7,4
260,Trevon Brown,East Carolina,American,9,41,496,12.1,4,0,0,,0,41,496,12.1,4
261,Levern Jacobs,Maryland,Big Ten,10,35,425,12.1,3,2,8,4.0,0,37,433,11.7,3
262,Dameon Gamblin,New Mexico,MWC,12,35,424,12.1,2,9,51,5.7,0,44,475,10.8,2
263,Johnell Barnes,Duke,ACC,10,34,411,12.1,2,0,0,,0,34,411,12.1,2
264,J'Mon Moore,Missouri,SEC,11,29,350,12.1,3,0,0,,0,29,350,12.1,3
265,Nate Brown,Missouri,SEC,10,27,326,12.1,4,0,0,,0,27,326,12.1,4
266,Sebastian Smith,Ohio,MAC,13,65,777,12.0,7,0,0,,0,65,777,12.0,7
